id,sentence1,sentence2,true_label,distilbert_pred,distilbert_confidence,distilbert_prob_label_1,distilbert_correct,text_length_words,text_length_chars,has_negation
358,"He is blocking them until the Air Force assigns four additional C-130 cargo planes to Gowen Field , an Idaho Air National Guard base in Boise .",He is holding them up until the Air Force agrees to assign four additional C-130 cargo planes to the Idaho Air National Guard .,1,1,0.9798363447189331,0.9798363447189331,1,51,270,0
359,Cisco pared spending to compensate for sluggish sales .,"In response to sluggish sales , Cisco pared spending .",1,1,0.969892144203186,0.969892144203186,1,19,109,0
360,"The study , published Monday in the journal Molecular Brain Research , is likely to also apply to humans , its authors said .","The study , conducted on the brains of developing mice , was being published today in the journal Molecular Brain Research .",0,1,0.6620712280273438,0.6620712280273438,0,46,249,0
361,"My decision today is not based on any one event . ""","Governor Rowland said his decision was "" not based on any one event . """,1,1,0.9796245098114014,0.9796245098114014,1,27,122,1
362,"Nelson , 27 , is being retried on civil-rights charges stemming from the disturbance which led to Rosenbaum 's death .","Nelson , 27 , is being retried on civil rights charges stemming from the disturbance that led to Rosenbaum 's death .",1,1,0.9776975512504578,0.9776975512504578,1,43,235,0
363,""" The government elements who have been causing trouble are still in place .","The government elements who have been causing trouble are still in place , they are attacking us . """,0,1,0.9591280817985535,0.9591280817985535,0,33,176,0
364,"Next Monday at about 2 p.m. ( CST ) , hospital officials in and near Chicago will notice a sudden increase in people complaining of flu-like symptoms .","Around the same time , hospital officials in and near Chicago will notice a sudden increase in people complaining of flu-like symptoms .",1,1,0.9448040127754211,0.9448040127754211,1,51,287,1
365,"Wal-Mart Stores Inc . , Kohl 's Corp. , Family Dollar Stores Inc. and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street 's modest expectations .","Wal- Mart , Kohl 's Corp. , Family Dollar Stores Inc . , and Big Lots Inc. posted May sales that fell below Wall Street 's modest expectations .",1,1,0.9791114926338196,0.9791114926338196,1,62,323,0
366,The patch also fixes a vulnerability that results because IE does not implement an appropriate block on a file download dialog box .,The second vulnerability is a result of IE not implementing a block on a file download dialog box .,0,1,0.9509621262550354,0.9509621262550354,0,42,231,1
367,"Peterson , a former fertilizer salesman , is charged with murder in the deaths of his 27-year-old wife and the baby boy she was carrying .","Peterson , 31 , is now charged with murder in the deaths of his 27-year-old wife and their unborn son .",1,1,0.5352623462677002,0.5352623462677002,1,47,241,1
368,SPOT products run a Microsoft operating system and the company 's DirectBand radio technology developed with SCA Data Systems .,The DirectBand network was developed with the assistance of SCA Data Systems .,0,0,0.643089234828949,0.35691070556640625,1,33,205,1
369,"He replaces Ron Dittemore , who announced his resignation in April .",Dittemore announced his plans to resign on April 23 .,0,0,0.5966203808784485,0.40337955951690674,1,22,121,1
370,"Detectives told Deasean 's father , Stelly Chisolm , a college student , and mother , Kimberly Hill , of the arrest shortly after Perry was apprehended .","Shortly after his arrest , detectives told Deasean 's father , Stelly Chisolm , a college student , and mother , Kimberly Hill , a medical assistant , about the development .",1,0,0.5528588891029358,0.4471411108970642,0,60,327,0
371,They were among about 40 people attending the traditional Jewish ceremony colored by some non-traditional touches .,He said about 40 people attended the traditional Jewish ceremony colored by some nontraditional touches .,1,1,0.9812275171279907,0.9812275171279907,1,33,220,1
372,Taiwan had been relatively free of the viral infection until a fiasco at a Taipei hospital in late April caused the number of infections to skyrocket .,Taiwan had been relatively free of the viral infection until a severe outbreak at a Taipei hospital in late April .,1,1,0.7801870703697205,0.7801870703697205,1,48,266,0
373,Mr. Rowland attended a party in South Windsor for the families of Connecticut National Guard soldiers called to active duty .,Rowland was making an appearance at a holiday party for families of Connecticut National Guard soldiers assigned to duty in Iraq and Afghanistan .,1,1,0.783158540725708,0.783158540725708,1,45,271,0
374,"Ross Garber , Rowland 's lawyer , said Tuesday he would attend the meeting and would ask to speak on the issue .","Ross Garber , Rowland 's legal counsel , said the governor would have no comment on the condo deal .",0,0,0.7237823605537415,0.27621760964393616,1,43,212,1
375,"The euro was at 1.5281 versus the Swiss franc EURCHF = , up 0.2 percent on the session , after hitting its highest since mid-2001 around 1.5292 earlier in the session .",The euro was steady versus the Swiss franc after hitting its highest since mid-2001 of 1.5261 earlier in the session .,0,0,0.6521844863891602,0.34781548380851746,1,53,286,0
376,"On the stand Wednesday , she said she was referring only to the kissing .","On the stand Wednesday , she testified that she was referring to the kissing before the alleged rape .",0,1,0.6133395433425903,0.6133395433425903,0,34,175,0
377,"Garner said the group would probably be expanded to include , for example , a Christian and perhaps another Sunni leader .",The group has already met several times and Gen. Garner said it probably will be expanded to include a Christian and perhaps another Sunni Muslim leader .,0,0,0.6442181468009949,0.3557818830013275,1,49,276,1
378,Blair 's Foreign Secretary Jack Straw was to take his place on Monday to give a statement to parliament on the European Union .,Blair 's office said his Foreign Secretary Jack Straw would take his place on Monday to give a statement to parliament on the EU meeting the prime minister attended last week .,1,1,0.9579811692237854,0.9579811692237854,1,56,303,0
379,""" There were more people surrounding the clubhouse than the Unabomber 's house up in the hills , "" Baker said .",""" There are more people surrounding the clubhouse than surrounded the Unabomber 's home in the hills .",1,1,0.979282557964325,0.979282557964325,1,40,213,0
380,"Charles O. Prince , 53 , was named as Mr. Weill 's successor .","Mr. Weill 's longtime confidant , Charles O. Prince , 53 , was named as his successor .",1,1,0.8287533521652222,0.8287533521652222,1,32,149,0
381,"Officials are also meeting with the International Organization for Epizootics ( OIE ) , which establishes animal-health standards for the world .","Canadian officials were also expected to meet yesterday with the International Organization for Epizootics ( OIE ) , which establishes animal-health standards for the world .",1,1,0.9789808392524719,0.9789808392524719,1,48,319,0
382,"GE stock closed Friday at $ 30.65 a share , down about 42 cents , on the New York Stock Exchange .",GE 's shares closed at $ 30.65 on Friday on the New York Stock Exchange .,0,0,0.792476236820221,0.20752383768558502,1,38,171,0
383,"The Midwestern research center will focus on the development of diagnostic , therapeutic and vaccine products for anthrax , botulism , tularemia , hemorrhagic fever viruses and plague .","The Midwestern center will focus on diagnosis , treatment and vaccines for anthrax , botulism , tularemia , hemorrhagic fever viruses and plague .",1,1,0.9802289009094238,0.9802289009094238,1,53,331,1
384,The hearing is to determine whether there is enough evidence to order Akbar to a general court-martial proceeding .,The purpose of the hearing is to determine whether Akbar should be court-martialled .,1,1,0.9582220315933228,0.9582220315933228,1,33,200,1
385,"In the United States , heart attacks kill about 460,000 year , in Canada about 80,000 .","In the United States , heart attacks kill about 460,000 yearly , according to the National Institutes of Health .",0,1,0.9307291507720947,0.9307291507720947,0,37,200,0
386,Ninety-five percent of international cargo to the United States is carried by ship .,Ships carry 95 percent of international cargo to the United States .,1,1,0.861629068851471,0.861629068851471,1,26,152,0
387,""" It 's a major victory for Maine , and it 's a major victory for other states .",The Maine program could be a model for other states .,0,1,0.7977271676063538,0.7977271676063538,0,30,133,0
388,News that oil producers were lowering their output starting in November exacerbated a sell-off that was already under way on Wall Street .,News that the Organization of Petroleum Exporting Countries was lowering output starting in November exacerbated a stock sell-off already under way yesterday .,1,1,0.9785021543502808,0.9785021543502808,1,46,297,1
389,"They note that after several weeks of rallies on upbeat earnings , investors are looking for stronger evidence of a recovery before sending stocks higher .","After several weeks of market rallies on upbeat earnings , many investors are looking for more concrete signs of an economic recovery .",1,1,0.9423524141311646,0.9423524141311646,1,49,290,1
390,"Most economists had expected a more dire report , with many anticipating the fifth month of job losses in six months .","Most economists had been expecting a far more dire report , with many expecting to see the fifth month of job losses in six months in September .",1,1,0.9740877747535706,0.9740877747535706,1,50,263,1
391,"But software license revenues , a measure financial analysts watch closely , decreased 21 percent to $ 107.6 million .","License sales , a key measure of demand , fell 21 percent to $ 107.6 million .",1,0,0.5874062776565552,0.4125937223434448,0,37,196,1
392,"King , brand-name writer , master of the horror story and e-book pioneer , is receiving this year 's medal for Distinguished Contributions to American Letters .","Stephen King , master of the horror story and e-book pioneer , is receiving this year 's medal for Distinguished Contributions to American Letters from the National Book Foundation .",1,1,0.9801263213157654,0.9801263213157654,1,57,342,1
393,The Denver-based natural gas producer and marketer said the inaccurate reporting was discovered after it received a subpoena from the U.S. Commodity Futures Trading Commission .,"The natural gas producer and marketer said the inaccurate reporting was discovered in response to a subpoena from the U.S. Commodity Futures Trading Commission , or CFTC .",1,1,0.9745237827301025,0.9745237827301025,1,54,348,0
394,"The steel tariffs , which the U.S. president imposed in March 2002 , will officially end at midnight , instead of March 2005 as initially planned .","The U.S. steel tariffs , which Bush imposed in March 2002 , were to officially end at midnight Thursday ( 0500 GMT ) , instead of March 2005 as initially planned .",1,1,0.9239495396614075,0.9239495396614075,1,59,310,0
395,Business Week 's online edition reported on Friday that WorldCom and the SEC could announce a settlement as early as Monday .,"BusinessWeek Online has learned that the settlement could come as early as Monday , May 19 .",1,1,0.707865834236145,0.707865834236145,1,39,217,1
396,"Only one of the five buildings in the Baghdad compound of the United Nations Development Program escaped being burned , the UN said on its Web site .","Only one of the five buildings in the compound in Baghdad run by the UN Development Program , escaped being burned , the UN said on its Web site .",1,1,0.9807033538818359,0.9807033538818359,1,58,295,0
397,Shares of Salix have rocketed 64 percent since Axcan made its first offer on April 10 .,"Since the initial takeover offer , Salix shares have risen about 35 percent .",1,1,0.686316728591919,0.686316728591919,1,31,164,0
398,"The jury verdict , reached Wednesday after less than four hours of deliberation , followed a 2 week trial , during which Waagner represented himself .","The quick conviction followed a 2 1 / 2 week trial , during which the Venango County man represented himself .",1,1,0.5846768617630005,0.5846768617630005,1,47,260,0
399,It 's happened five times in the last 11 years : A disaster puts this Southwestern town in the headlines during the summer tourist season .,"It 's happened five times in the last decade : A disaster puts this tourist town in the headlines during summer , its busiest season .",1,1,0.9754326939582825,0.9754326939582825,1,52,273,0
400,"The broader Standard & Poor 's 500 Index .SPX edged down 9 points , or 0.98 percent , to 921 .","The technology-laced Nasdaq Composite Index < .IXIC > shed 15 points , or 0.98 percent , to 1,492 .",0,0,0.8388125896453857,0.16118746995925903,1,40,193,1
401,The company emphasized that McDonald 's USA does not import any raw beef or hamburger patties from Canada for McDonald 's use in the United States .,McDonald 's said in a statement that it does not import any raw beef or hamburger patties from Canada for use in the United States .,1,1,0.9818524718284607,0.9818524718284607,1,53,280,1
402,"Gregory Parseghian , a former investment banker , was appointed chief executive .",Greg Parseghian was appointed the new chief executive .,1,1,0.7880739569664001,0.7880739569664001,1,22,136,0
403,"Their contract will expire at 12 : 01 a.m. Wednesday instead of 12 : 01 a.m. Sunday , said Rian Wathen , organizing director for United Food and Commercial Workers Local 700 .",""" It has outraged the membership , "" said Rian Wathen , organizing director of United Food and Commercial Workers Local 700 .",0,0,0.7498719096183777,0.2501280903816223,1,56,300,0
404,But plaque volume increased by 2.7 percent in pravastatin patients .,The volume of plaque in Pravachol patients ' arteries rose by 3 % .,1,0,0.5216040015220642,0.4783959984779358,0,25,135,1
405,"Today in the US , the book - kept under wraps by its publishers , G. P. Putnam 's Sons , since its inception - will appear in bookstores .","Tomorrow the book , kept under wraps by G. P. Putnam 's Sons since its inception , will appear in bookstores .",1,1,0.9779149293899536,0.9779149293899536,1,52,248,0
406,"The S & P / TSX composite rose 87.74 points on the week , while the TSX Venture Exchange composite gained 44.49 points .","On the week , the Dow Jones industrial average rose 11.56 points , while the Nasdaq Stock Market gained 39.42 points .",0,1,0.5258197784423828,0.5258197784423828,0,46,238,0
407,Ex-KGB agent Putin added that the Beatles were considered ' propaganda of an alien ideology ' .,"In Soviet times the Beatles ' music "" was considered propaganda of an alien ideology .",1,1,0.9599992632865906,0.9599992632865906,1,33,181,0
