id,text,true_label,distilbert_pred,distilbert_confidence,distilbert_prob_label_1,distilbert_correct,text_length_words,text_length_chars,has_negation
609,"nine queens is not only than a frighteningly capable debut and genre piece , but also a snapshot of a dangerous political situation on the verge of coming to a head . ",1,1,0.9994170665740967,0.9994170665740967,1,32,167,1
610,like you could n't smell this turkey rotting from miles away . ,0,0,0.9981403350830078,0.0018596613081172109,1,12,63,1
611,the performances take the movie to a higher level . ,1,1,0.9990235567092896,0.9990235567092896,1,10,52,0
612,davis ... is so enamored of her own creation that she ca n't see how insufferable the character is . ,0,1,0.985666811466217,0.985666811466217,0,20,101,1
613,... takes the beauty of baseball and melds it with a story that could touch anyone regardless of their familiarity with the sport ,1,1,0.9983720183372498,0.9983720183372498,1,23,130,0
614,"against all odds in heaven and hell , it creeped me out just fine . ",1,1,0.9992954730987549,0.9992954730987549,1,15,68,0
615,"as the latest bid in the tv-to-movie franchise game , i spy makes its big-screen entry with little of the nervy originality of its groundbreaking small-screen progenitor . ",0,0,0.9929580688476562,0.00704195536673069,1,28,172,0
616,"there 's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache . ",1,1,0.9995342493057251,0.9995342493057251,1,26,136,1
617,"the so-inept - it 's - surreal dubbing ( featuring the voices of glenn close , regis philbin and breckin meyer ) brings back memories of cheesy old godzilla flicks . ",0,0,0.6990302205085754,0.30096977949142456,1,31,166,0
618,"without non-stop techno or the existential overtones of a kieslowski morality tale , maelström is just another winter sleepers . ",0,0,0.9477612972259521,0.052238695323467255,1,20,129,1
619,an unclassifiably awful study in self - and audience-abuse . ,0,0,0.9995610117912292,0.00043902441393584013,1,10,61,0
620,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,0,0,0.9984751343727112,0.0015248960116878152,1,27,139,0
621,"kinnear does n't aim for our sympathy , but rather delivers a performance of striking skill and depth . ",1,1,0.9996356964111328,0.9996356964111328,1,19,104,1
622,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,1,1,0.9991891980171204,0.9991891980171204,1,27,135,0
623,"it is amusing , and that 's all it needs to be . ",1,1,0.9998164772987366,0.9998164772987366,1,13,49,0
624,"challenging , intermittently engrossing and unflaggingly creative . ",1,1,0.9996919631958008,0.9996919631958008,1,8,68,0
625,for the most part stevens glides through on some solid performances and witty dialogue . ,1,1,0.9998801946640015,0.9998801946640015,1,15,89,0
626,this flick is about as cool and crowd-pleasing as a documentary can get . ,1,0,0.9949457049369812,0.005054251756519079,0,14,74,0
627,nervous breakdowns are not entertaining . ,0,0,0.9996351003646851,0.00036485010059550405,1,6,42,1
628,"writer-director 's mehta 's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . ",1,1,0.9995545744895935,0.9995545744895935,1,27,144,0
629,"excessive , profane , packed with cartoonish violence and comic-strip characters . ",0,0,0.9988940358161926,0.0011059404350817204,1,12,83,0
630,a taut psychological thriller that does n't waste a moment of its two-hour running time . ,1,1,0.9995768666267395,0.9995768666267395,1,16,90,1
631,burns never really harnesses to full effect the energetic cast . ,0,0,0.9976111650466919,0.002388837281614542,1,11,65,1
632,just embarrassment and a vague sense of shame . ,0,0,0.9995071887969971,0.0004927688860334456,1,9,48,0
633,"still , as a visual treat , the film is almost unsurpassed . ",1,0,0.9461495280265808,0.053850460797548294,0,13,61,0
634,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1,1,0.9992362260818481,0.9992362260818481,1,20,113,0
635,or emptying rat traps . ,0,0,0.9987132549285889,0.0012868053745478392,1,5,24,0
636,"offers much to enjoy ... and a lot to mull over in terms of love , loyalty and the nature of staying friends . ",1,1,0.9992947578430176,0.9992947578430176,1,24,111,0
637,the piquant story needs more dramatic meat on its bones . ,0,0,0.9994075298309326,0.0005924730212427676,1,11,58,0
638,my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it 's virtually its own hollywood remake . ,1,1,0.9994862079620361,0.9994862079620361,1,27,150,0
639,indifferently implausible popcorn programmer of a movie . ,0,0,0.9996758699417114,0.0003241501981392503,1,8,58,0
640,"an important movie , a reminder of the power of film to move us and to make us examine our values . ",1,1,0.9997912049293518,0.9997912049293518,1,22,100,0
641,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,1,1,0.9997459053993225,0.9997459053993225,1,19,98,1
642,"this re-do is so dumb and so exploitative in its violence that , ironically , it becomes everything that the rather clumsy original was railing against . ",0,0,0.9989809393882751,0.0010190372122451663,1,27,154,0
643,"the jabs it employs are short , carefully placed and dead-center . ",1,0,0.9768179655075073,0.02318204753100872,0,12,67,0
644,"while locals will get a kick out of spotting cleveland sites , the rest of the world will enjoy a fast-paced comedy with quirks that might make the award-winning coen brothers envious . ",1,1,0.999543309211731,0.999543309211731,1,33,186,0
645,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . ",0,0,0.773775041103363,0.22622492909431458,1,23,94,1
646,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . ",0,1,0.9995192289352417,0.9995192289352417,0,23,106,1
647,too much of the humor falls flat . ,0,0,0.9996671676635742,0.0003328720049466938,1,8,35,0
648,"further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of dubya 's axis of evil . ",1,1,0.9980700612068176,0.9980700612068176,1,25,142,0
649,the film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . ,0,0,0.9995593428611755,0.0004406057996675372,1,31,153,1
650,"too slow , too long and too little happens . ",0,0,0.9995146989822388,0.0004853190912399441,1,10,45,0
651,"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality . ",0,0,0.9995947480201721,0.00040526766679249704,1,21,121,0
652,very bad . ,0,0,0.9996223449707031,0.00037759472616016865,1,3,11,0
653,"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan . ",0,0,0.9996469020843506,0.000353143026586622,1,17,97,0
654,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,0,0,0.9995200634002686,0.00047997504589147866,1,21,134,0
655,"birthday girl is an amusing joy ride , with some surprisingly violent moments . ",1,1,0.9997530579566956,0.9997530579566956,1,14,80,0
656,"so much facile technique , such cute ideas , so little movie . ",1,0,0.9889728426933289,0.011027134023606777,0,13,63,0
657,"expect the same-old , lame-old slasher nonsense , just with different scenery . ",0,0,0.998722493648529,0.001277437899261713,1,13,80,1
658,"a smart , witty follow-up . ",1,1,0.9998927116394043,0.9998927116394043,1,6,28,0
659,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama . ,0,0,0.9976166486740112,0.002383324084803462,1,19,108,0
660,"like mike is a winner for kids , and no doubt a winner for lil bow wow , who can now add movies to the list of things he does well . ",1,1,0.9997063279151917,0.9997063279151917,1,32,133,1
661,"it 's another video movie photographed like a film , with the bad lighting that 's often written off as indie film naturalism . ",0,0,0.9993215799331665,0.0006784526049159467,1,24,128,1
662,there 's not enough here to justify the almost two hours . ,0,0,0.9994606375694275,0.0005393917090259492,1,12,59,1
663,"it will grip even viewers who are n't interested in rap , as it cuts to the heart of american society in an unnerving way . ",1,1,0.9983394145965576,0.9983394145965576,1,26,124,1
664,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ",1,1,0.9997339844703674,0.9997339844703674,1,35,172,1
665,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ",1,1,0.9986252784729004,0.9986252784729004,1,24,103,1
666,richard gere and diane lane put in fine performances as does french actor oliver martinez . ,1,1,0.9997119307518005,0.9997119307518005,1,16,92,0
667,"good film , but very glum . ",1,0,0.7548525333404541,0.24514751136302948,0,7,28,1
668,there are plot holes big enough for shamu the killer whale to swim through . ,0,0,0.9979091286659241,0.0020908894948661327,1,15,77,1
669,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . ",1,1,0.9996832609176636,0.9996832609176636,1,18,106,0
670,verbinski implements every hack-artist trick to give us the ooky-spookies . ,0,0,0.986013650894165,0.013986262492835522,1,11,76,0
671,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,1,1,0.9996345043182373,0.9996345043182373,1,29,143,1
672,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . ",0,0,0.9991840720176697,0.0008159096469171345,1,20,99,1
673,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . ",1,0,0.9955995082855225,0.004400474485009909,0,30,162,1
674,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues ,1,1,0.9993822574615479,0.9993822574615479,1,15,94,0
675,slick piece of cross-promotion . ,1,1,0.9995391368865967,0.9995391368865967,1,5,33,0
676,"well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull . ",0,0,0.999671459197998,0.000328510970575735,1,19,125,0
677,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ",1,1,0.998767614364624,0.998767614364624,1,16,100,0
678,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,1,0.9981839060783386,0.9981839060783386,1,27,118,1
679,filmmakers who can deftly change moods are treasures and even marvels . ,1,1,0.9997842907905579,0.9997842907905579,1,12,72,0
680,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1,1,0.9994729161262512,0.9994729161262512,1,20,105,0
681,( a ) shapeless blob of desperate entertainment . ,0,0,0.9991820454597473,0.0008179305004887283,1,9,50,0
682,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ",0,0,0.999630331993103,0.00036962394369766116,1,20,109,0
683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,1,1,0.9940558671951294,0.9940558671951294,1,22,116,0
684,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,0,0.7045685648918152,0.2954314351081848,0,15,76,0
685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,1,0,0.9982923865318298,0.0017075820360332727,0,16,95,1
686,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ",1,1,0.999534010887146,0.999534010887146,1,14,93,0
687,"this is a shameless sham , calculated to cash in on the popularity of its stars . ",0,0,0.9989086389541626,0.0010913891019299626,1,17,82,0
688,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ",0,0,0.982123076915741,0.017876913771033287,1,31,160,1
689,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . ",0,0,0.9859553575515747,0.014044596813619137,1,25,125,0
690,"stultifyingly , dumbfoundingly , mind-numbingly bad . ",0,0,0.9996534585952759,0.0003465095069259405,1,7,54,0
691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . ",1,1,0.9995119571685791,0.9995119571685791,1,29,180,1
692,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,1,0.9852572083473206,0.9852572083473206,0,24,154,1
693,"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ",0,0,0.9996452331542969,0.00035480569931678474,1,20,96,0
694,no aspirations to social import inform the movie version . ,0,0,0.999079704284668,0.0009202741784974933,1,10,59,1
695,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,1,0.9947865009307861,0.9947865009307861,0,26,109,1
696,"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ",1,1,0.9989033937454224,0.9989033937454224,1,27,136,0
697,not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,1,1,0.8559287190437317,0.8559287190437317,1,19,101,1
698,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",1,1,0.9994275569915771,0.9994275569915771,1,36,198,0
699,"... routine , harmless diversion and little else . ",1,0,0.9913796186447144,0.008620399981737137,0,9,51,0
700,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ",0,0,0.9914548397064209,0.008545130491256714,1,21,105,0
701,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ",0,0,0.9941542744636536,0.005845691543072462,1,34,166,1
702,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0,0,0.9596384167671204,0.040361613035202026,1,19,109,1
703,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ",0,0,0.9966908693313599,0.0033091374207288027,1,36,210,1
704,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,1,0.9529508352279663,0.9529508352279663,0,14,96,0
705,"every time you look , sweet home alabama is taking another bummer of a wrong turn . ",0,0,0.987032413482666,0.012967579066753387,1,17,84,1
706,how do you spell cliché ? ,0,0,0.9991517066955566,0.0008482625125907362,1,6,26,0
707,no telegraphing is too obvious or simplistic for this movie . ,0,1,0.9821861386299133,0.9821861386299133,0,11,62,1
708,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ",1,1,0.9998434782028198,0.9998434782028198,1,20,115,1
709,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,0,0,0.999537467956543,0.00046257514622993767,1,17,92,0
710,"less dizzying than just dizzy , the jaunt is practically over before it begins . ",0,0,0.9982810020446777,0.0017190458020195365,1,15,81,0
711,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0,0,0.9996644258499146,0.0003356322704348713,1,22,103,1
712,they should have called it gutterball . ,0,0,0.9984991550445557,0.0015009050257503986,1,7,40,0
713,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,0,0.9986271858215332,0.0013728183694183826,1,22,129,0
714,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,1,1,0.9998918771743774,0.9998918771743774,1,23,111,0
715,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",0,0,0.9994605183601379,0.000539447006303817,1,29,155,0
716,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0,0,0.9972653388977051,0.0027346157003194094,1,22,158,0
717,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,1,0.9998629093170166,0.9998629093170166,1,22,127,0
718,"this is human comedy at its most amusing , interesting and confirming . ",1,1,0.9998123049736023,0.9998123049736023,1,13,72,0
719,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ",0,0,0.9984966516494751,0.0015033249510452151,1,14,91,0
720,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,1,0.999605119228363,0.999605119228363,1,23,117,0
721,"a poignant , artfully crafted meditation on mortality . ",1,1,0.999847412109375,0.999847412109375,1,9,56,0
722,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,0,0.9992260932922363,0.0007738969288766384,1,31,164,0
723,"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,1,0.9998756647109985,0.9998756647109985,1,18,98,0
724,it 's everything you do n't go to the movies for . ,0,1,0.9925479292869568,0.9925479292869568,0,12,51,1
725,"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ",1,1,0.9993334412574768,0.9993334412574768,1,22,104,1
726,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",1,1,0.9995854496955872,0.9995854496955872,1,28,139,1
727,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",0,0,0.9901506900787354,0.009849311783909798,1,21,136,0
728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",1,1,0.9979453682899475,0.9979453682899475,1,21,98,1
729,the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,1,1,0.9997392296791077,0.9997392296791077,1,19,97,0
730,"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ",0,0,0.9996019005775452,0.0003981643239967525,1,30,164,1
731,but what are adults doing in the theater at all ? ,0,0,0.9979902505874634,0.002009729854762554,1,11,50,1
732,like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,0,0,0.9995191097259521,0.0004808579687960446,1,18,91,0
733,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0,0,0.9913608431816101,0.008639169856905937,1,28,159,0
734,this is n't even madonna 's swept away . ,0,0,0.996579110622406,0.003420925233513117,1,9,41,1
735,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0,1,0.9949356317520142,0.9949356317520142,0,24,125,1
736,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0,1,0.9956737160682678,0.9956737160682678,0,13,98,0
737,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,1,1,0.9998279809951782,0.9998279809951782,1,20,113,0
738,... a magnificent drama well worth tracking down . ,1,1,0.9998475313186646,0.9998475313186646,1,9,51,0
739,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1,1,0.9997932314872742,0.9997932314872742,1,21,106,0
740,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",1,1,0.9997370839118958,0.9997370839118958,1,29,197,1
741,but it still jingles in the pocket . ,1,0,0.9874897599220276,0.012510282918810844,0,8,37,1
742,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",1,1,0.9992172718048096,0.9992172718048096,1,40,203,1
743,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0,0,0.9977558255195618,0.0022442066110670567,1,28,152,0
744,one from the heart . ,1,1,0.9986467957496643,0.9986467957496643,1,5,21,0
745,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,0,0.9995868802070618,0.0004130992165300995,1,14,94,1
746,people cinema at its finest . ,1,1,0.9998169541358948,0.9998169541358948,1,6,30,0
747,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1,1,0.9996317625045776,0.9996317625045776,1,29,168,0
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0,0,0.9991405010223389,0.0008594465907663107,1,17,83,0
749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1,0,0.959551990032196,0.04044802859425545,0,20,111,1
750,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0,0,0.9948590993881226,0.005140955094248056,1,22,144,1
751,one long string of cliches . ,0,0,0.9995864033699036,0.00041364110074937344,1,6,29,0
752,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0,0,0.9994970560073853,0.0005028811865486205,1,25,134,1
753,it 's hard to imagine alan arkin being better than he is in this performance . ,1,1,0.9589884877204895,0.9589884877204895,1,16,79,0
754,the film will play equally well on both the standard and giant screens . ,1,1,0.999339759349823,0.999339759349823,1,14,73,0
755,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,1,0.9998414516448975,0.9998414516448975,1,16,84,1
756,something like scrubbing the toilet . ,0,0,0.998487114906311,0.0015129037201404572,1,6,38,0
757,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0,0,0.9938730001449585,0.006126986816525459,1,29,171,1
758,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1,1,0.9998667240142822,0.9998667240142822,1,42,228,1
759,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0,0,0.9750186204910278,0.024981370195746422,1,31,154,1
760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,0,0.9778345823287964,0.022165441885590553,0,29,160,1
761,"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,0,0.999464213848114,0.0005357412155717611,1,17,82,0
762,it 's a lovely film with lovely performances by buy and accorsi . ,1,1,0.999873161315918,0.999873161315918,1,13,66,0
763,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",1,1,0.9993035793304443,0.9993035793304443,1,36,222,0
764,"movie fans , get ready to take off ... the other direction . ",0,1,0.9799084067344666,0.9799084067344666,0,13,61,0
765,not an objectionable or dull film ; it merely lacks everything except good intentions . ,0,0,0.9985602498054504,0.001439773477613926,1,15,88,1
766,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,1,0.998863935470581,0.998863935470581,1,27,158,1
767,a film about a young man finding god that is accessible and touching to the marrow . ,1,1,0.9997096657752991,0.9997096657752991,1,17,85,0
768,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,1,0.9997203946113586,0.9997203946113586,1,27,157,0
769,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,1,1,0.9998433589935303,0.9998433589935303,1,15,88,0
770,i do n't think i laughed out loud once . ,0,1,0.8766063451766968,0.8766063451766968,0,10,41,1
771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0,1,0.9938389658927917,0.9938389658927917,0,33,168,1
772,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1,1,0.9998230338096619,0.9998230338096619,1,34,173,1
773,it 's a beautiful madness . ,1,1,0.9996441602706909,0.9996441602706909,1,6,28,0
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,0,0.9987280964851379,0.001271881046704948,1,22,98,0
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,0,0.9968294501304626,0.003170517971739173,1,21,119,1
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,0,0.9997014403343201,0.00029850518330931664,1,25,156,0
777,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1,1,0.999580442905426,0.999580442905426,1,31,186,0
778,one of the most significant moviegoing pleasures of the year . ,1,1,0.9998619556427002,0.9998619556427002,1,11,63,0
779,"prurient playthings aside , there 's little to love about this english trifle . ",0,0,0.999407172203064,0.0005928525933995843,1,14,80,0
780,a grimly competent and stolid and earnest military courtroom drama . ,1,1,0.9996495246887207,0.9996495246887207,1,11,69,0
781,at once half-baked and overheated . ,0,0,0.9990198612213135,0.000980132957920432,1,6,36,0
782,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1,1,0.7927379608154297,0.7927379608154297,1,31,180,1
783,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,1,0.9997870326042175,0.9997870326042175,1,23,112,0
784,very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,1,0.9998236298561096,0.9998236298561096,1,11,78,0
785,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,1,0.9890179634094238,0.9890179634094238,1,23,116,1
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,0,0.9979324340820312,0.002067538211122155,1,37,171,1
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,0,0,0.9988760352134705,0.0011239360319450498,1,12,69,0
788,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,1,0.9998317956924438,0.9998317956924438,1,27,146,1
789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0,0,0.997930645942688,0.002069400390610099,1,40,184,1
790,that 's a cheat . ,0,0,0.9991306662559509,0.0008693615673109889,1,5,18,0
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,1,0.9996029734611511,0.9996029734611511,0,36,201,1
792,it 's fun lite . ,1,1,0.999873161315918,0.999873161315918,1,5,17,0
793,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1,1,0.9737606048583984,0.9737606048583984,1,18,116,1
794,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1,1,0.9991061091423035,0.9991061091423035,1,21,126,1
795,"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ",0,0,0.9994449019432068,0.0005550504429265857,1,28,157,1
796,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,1,0.9998437166213989,0.9998437166213989,1,27,135,1
797,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,0,0.9995930790901184,0.0004069106071256101,1,33,157,1
798,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0,0,0.999222993850708,0.0007770350202918053,1,35,205,0
799,"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,1,0.999891996383667,0.999891996383667,1,18,91,0
800,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0,0,0.997139573097229,0.0028604387771338224,1,38,204,1
801,"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0,0,0.9961768388748169,0.0038232088554650545,1,13,81,0
802,this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0,0,0.9975023865699768,0.0024975640699267387,1,14,86,0
803,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,1,1,0.9958558678627014,0.9958558678627014,1,19,100,1
804,"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,0,0.9979719519615173,0.002028054092079401,1,43,223,1
805,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0,0,0.7692903876304626,0.23070956766605377,1,28,156,1
806,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,1,1,0.9996191263198853,0.9996191263198853,1,16,99,0
807,"just as moving , uplifting and funny as ever . ",1,1,0.9998724460601807,0.9998724460601807,1,10,47,0
808,enormously entertaining for moviegoers of any age . ,1,1,0.9998914003372192,0.9998914003372192,1,8,52,1
809,"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1,1,0.9998581409454346,0.9998581409454346,1,23,124,0
810,"this is a good script , good dialogue , funny even for adults . ",1,1,0.9998695850372314,0.9998695850372314,1,14,64,0
811,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0,0,0.998640239238739,0.0013597607612609863,1,31,217,0
